nconst,had_prior_experience,movie_count,roles,firstYear,movies_directed_after_first
nm0681992,1,1.0,['actress'],2008.0,0
nm3389618,0,0.0,,2009.0,0
nm3365043,0,0.0,,2008.0,0
nm0662680,0,0.0,,2008.0,0
nm1683576,0,0.0,,2009.0,1
nm3391531,0,0.0,,2008.0,0
nm3365495,0,0.0,,2007.0,2
nm5650589,0,0.0,,2013.0,3
nm2184460,0,0.0,,2006.0,3
nm0168298,1,1.0,['writer'],2009.0,0
nm4387407,0,0.0,,2009.0,0
nm1142073,0,0.0,,2010.0,1
nm0648438,0,0.0,,2010.0,0
nm0144812,1,38.0,['actor'],2012.0,2
nm1950663,0,0.0,,2009.0,1
nm3172304,0,0.0,,2008.0,0
nm3423748,0,0.0,,2008.0,1
nm1483016,0,0.0,,2009.0,0
nm0105324,0,0.0,,2009.0,1
nm3398391,0,0.0,,2009.0,0
nm3300890,0,0.0,,2008.0,0
nm3386486,0,0.0,,2008.0,0
nm1556037,1,1.0,['editor'],2008.0,0
nm3405893,0,0.0,,2009.0,0
nm4451477,0,0.0,,2013.0,4
nm1889645,0,0.0,,2009.0,1
nm1623401,0,0.0,,2009.0,1
nm3466716,0,0.0,,2008.0,1
nm3517417,0,0.0,,2008.0,0
nm3468105,0,0.0,,2009.0,2
nm3508888,0,0.0,,2008.0,0
nm3518180,0,0.0,,2009.0,0
nm3369436,0,0.0,,2009.0,1
nm3475656,0,0.0,,2009.0,3
nm3364681,0,0.0,,2009.0,0
nm1869497,0,0.0,,2009.0,0
nm3365319,0,0.0,,2009.0,1
nm3825490,0,0.0,,2009.0,2
nm12286640,0,0.0,,2013.0,1
nm0762076,1,1.0,['editor'],2006.0,0
nm4750940,0,0.0,,2013.0,2
nm12286907,0,0.0,,2013.0,1
nm1832444,0,0.0,,2010.0,0
nm2241784,0,0.0,,2006.0,0
nm5570816,0,0.0,,2012.0,1
nm5374071,0,0.0,,2007.0,1
nm3398768,1,4.0,['writer'],2013.0,2
nm0873244,0,0.0,,2005.0,0
nm2521417,1,1.0,['writer'],2004.0,0
nm1460752,1,1.0,['actor'],2004.0,1
nm1969676,0,0.0,,2009.0,1
nm0310924,1,1.0,['editor'],2008.0,0
nm8701955,0,0.0,,2011.0,1
nm3672852,0,0.0,,2003.0,2
nm0948248,0,0.0,,2006.0,4
nm3626376,0,0.0,,2008.0,4
nm11982514,0,0.0,,2008.0,1
nm12290076,0,0.0,,2012.0,0
nm8494274,0,0.0,,2012.0,1
nm12290253,0,0.0,,2012.0,1
nm3313071,0,0.0,,2010.0,3
nm12290434,0,0.0,,2012.0,0
nm5725525,0,0.0,,2011.0,1
nm12290498,0,0.0,,2012.0,0
nm12290524,0,0.0,,2012.0,0
nm12290527,0,0.0,,2012.0,1
nm14167027,0,0.0,,2012.0,0
nm12290586,0,0.0,,2012.0,0
nm6492899,1,2.0,['actor'],2012.0,0
nm12177224,0,0.0,,2012.0,0
nm10760726,0,0.0,,2012.0,0
nm7532138,1,2.0,['writer'],2012.0,1
nm5673154,0,0.0,,2012.0,1
nm12290711,0,0.0,,2012.0,0
nm12290753,0,0.0,,2012.0,0
nm11733886,1,4.0,['writer'],2012.0,0
nm2137182,0,0.0,,2010.0,1
nm7641113,0,0.0,,2013.0,1
nm3492802,0,0.0,,2013.0,4
nm12291707,0,0.0,,2003.0,0
nm4917358,0,0.0,,2005.0,1
nm4499716,0,0.0,,2007.0,4
nm2326581,0,0.0,,2009.0,2
nm2232592,0,0.0,,2006.0,0
nm3016585,0,0.0,,2010.0,2
nm3370782,0,0.0,,2010.0,0
nm0864878,0,0.0,,2012.0,3
nm3214502,0,0.0,,2009.0,2
nm10105256,0,0.0,,2012.0,0
nm7153507,0,0.0,,2012.0,4
nm11807174,0,0.0,,2013.0,0
nm3513668,0,0.0,,2009.0,6
nm6728519,0,0.0,,2013.0,1
nm4000572,0,0.0,,2010.0,2
nm4160313,0,0.0,,2009.0,6
nm1537679,1,1.0,['editor'],2013.0,1
nm0003462,0,0.0,,2009.0,1
nm0446662,0,0.0,,2009.0,1
nm3374568,0,0.0,,2008.0,1
nm3374741,0,0.0,,2008.0,0
nm3249291,0,0.0,,2009.0,3
nm0440505,1,7.0,['cinematographer'],2008.0,0
nm3871027,0,0.0,,2003.0,8
nm1004422,1,7.0,"['actor', 'writer']",2008.0,1
nm3372147,0,0.0,,2010.0,0
nm3374639,0,0.0,,2009.0,0
nm3374464,0,0.0,,2009.0,0
nm3049622,0,0.0,,2012.0,4
nm1250536,1,1.0,['editor'],2009.0,0
nm3372802,0,0.0,,2009.0,0
nm3374555,0,0.0,,2008.0,1
nm0111707,0,0.0,,2009.0,0
nm2747545,1,1.0,['producer'],2009.0,2
nm1726528,0,0.0,,2008.0,1
nm1127134,1,1.0,['actor'],2006.0,0
nm3372203,1,1.0,['actor'],2007.0,2
nm3350418,0,0.0,,2010.0,0
nm3373987,0,0.0,,2010.0,0
nm3373778,1,3.0,['producer'],2009.0,0
nm2257083,0,0.0,,2010.0,1
nm1439515,0,0.0,,2010.0,0
nm1832007,1,1.0,['actor'],2009.0,2
nm1464662,1,2.0,"['cinematographer', 'writer']",2008.0,1
nm3372571,0,0.0,,2008.0,1
nm3374449,0,0.0,,2009.0,1
nm1376311,1,45.0,['actress'],2006.0,1
nm3373364,0,0.0,,2009.0,0
nm8896193,0,0.0,,2009.0,1
nm3371989,0,0.0,,2009.0,0
nm3373598,0,0.0,,2009.0,0
nm0527893,0,0.0,,2009.0,0
nm2240418,0,0.0,,2009.0,2
nm3371864,0,0.0,,2008.0,0
nm1556134,0,0.0,,2009.0,0
nm4400206,0,0.0,,2009.0,5
nm5859946,0,0.0,,2009.0,2
nm4419651,0,0.0,,2009.0,2
nm7549793,0,0.0,,2013.0,1
nm0267588,1,8.0,['cinematographer'],2009.0,2
nm3367696,1,1.0,['writer'],2009.0,0
nm3373058,0,0.0,,2009.0,0
nm2061685,0,0.0,,2010.0,0
nm3371796,0,0.0,,2009.0,0
nm3373558,0,0.0,,2009.0,2
nm3373917,0,0.0,,2008.0,4
nm2407057,0,0.0,,2009.0,5
nm3057181,0,0.0,,2007.0,0
nm1784119,0,0.0,,2009.0,0
nm1572756,0,0.0,,2009.0,0
nm3377812,0,0.0,,2010.0,0
nm5950994,0,0.0,,2009.0,0
nm0207949,0,0.0,,2008.0,1
nm3289171,0,0.0,,2006.0,0
nm3376533,0,0.0,,2008.0,0
nm7289525,0,0.0,,2011.0,1
nm3845949,0,0.0,,2007.0,2
nm1413364,1,1.0,['production_designer'],2011.0,6
nm2269394,0,0.0,,2009.0,0
nm3377669,0,0.0,,2009.0,0
nm3376103,0,0.0,,2006.0,0
nm3376695,0,0.0,,2006.0,0
nm3377945,0,0.0,,2007.0,0
nm2396600,1,1.0,['writer'],2012.0,3
nm1983595,1,4.0,['producer'],2008.0,1
nm3374830,0,0.0,,2007.0,1
nm0868396,0,0.0,,2009.0,0
nm1633051,0,0.0,,2009.0,0
nm1700972,0,0.0,,2009.0,1
nm3377390,0,0.0,,2009.0,1
nm3375006,0,0.0,,2009.0,1
nm1978076,0,0.0,,2009.0,0
nm1636259,0,0.0,,2011.0,0
nm0244277,0,0.0,,2004.0,1
nm3793155,0,0.0,,2010.0,0
nm0177328,0,0.0,,2010.0,0
nm3259753,0,0.0,,2010.0,0
nm1245378,0,0.0,,2010.0,0
nm1118351,0,0.0,,2007.0,3
nm3379919,0,0.0,,2008.0,0
nm3375169,0,0.0,,2008.0,0
nm3286305,0,0.0,,2009.0,0
nm3303738,0,0.0,,2009.0,0
nm3381168,0,0.0,,2008.0,0
nm3380127,0,0.0,,2008.0,1
nm3380900,0,0.0,,2008.0,0
nm3380528,0,0.0,,2009.0,0
nm3380943,0,0.0,,2008.0,0
nm3379119,0,0.0,,2009.0,0
nm3375136,0,0.0,,2008.0,0
nm2445201,0,0.0,,2009.0,3
nm2459541,1,2.0,['cinematographer'],2009.0,0
nm2537972,0,0.0,,2009.0,1
nm3379360,0,0.0,,2009.0,0
nm1110313,0,0.0,,2009.0,2
nm0944667,0,0.0,,2009.0,0
nm1954740,0,0.0,,2009.0,0
nm2063821,0,0.0,,2013.0,0
nm2071000,0,0.0,,2011.0,0
nm2892750,0,0.0,,2013.0,3
nm10175963,0,0.0,,2013.0,0
nm10113496,0,0.0,,2013.0,0
nm12303545,0,0.0,,2006.0,0
nm3378237,0,0.0,,2009.0,0
nm3377040,0,0.0,,2009.0,0
nm3376126,0,0.0,,2009.0,0
nm1766821,0,0.0,,2005.0,0
nm0975175,0,0.0,,2009.0,0
nm3379425,0,0.0,,2009.0,4
nm0136128,1,5.0,['writer'],2010.0,0
nm0183837,1,5.0,['writer'],2010.0,0
nm2352743,0,0.0,,2006.0,4
nm3380587,0,0.0,,2009.0,2
nm2421661,0,0.0,,2011.0,0
nm3376649,1,1.0,['actor'],2009.0,1
nm9426013,0,0.0,,2012.0,0
nm3380240,0,0.0,,2009.0,1
nm9299747,0,0.0,,2011.0,2
nm1540296,1,3.0,"['cinematographer', 'writer']",2006.0,1
nm12305101,0,0.0,,2007.0,2
nm12305102,0,0.0,,2007.0,2
nm5676673,1,3.0,['producer'],2013.0,0
nm12305160,0,0.0,,2013.0,0
nm12305348,0,0.0,,2013.0,0
nm12305366,0,0.0,,2013.0,0
nm12305384,0,0.0,,2005.0,2
nm7963136,1,30.0,"['actor', 'writer']",2013.0,0
nm12305503,0,0.0,,2013.0,0
nm14998052,0,0.0,,2013.0,0
nm12305584,0,0.0,,2013.0,0
nm12305589,0,0.0,,2013.0,0
nm12305599,0,0.0,,2013.0,0
nm12305606,0,0.0,,2013.0,0
nm12305632,0,0.0,,2013.0,0
nm12305662,0,0.0,,2013.0,0
nm12305768,0,0.0,,2013.0,0
nm12305871,0,0.0,,2013.0,0
nm11579716,0,0.0,,2013.0,0
nm12294874,0,0.0,,2013.0,0
nm0336402,1,1.0,['actor'],2010.0,2
nm4453636,1,1.0,['cinematographer'],2011.0,0
nm1715541,0,0.0,,2009.0,0
nm3384310,0,0.0,,2008.0,4
nm0248495,1,1.0,['actor'],2011.0,0
nm1668276,0,0.0,,2011.0,0
nm12290795,0,0.0,,2012.0,1
nm3408347,1,4.0,['actor'],2003.0,0
nm2143807,0,0.0,,2009.0,7
nm3384677,0,0.0,,2009.0,0
nm2832732,0,0.0,,2004.0,0
nm3382688,0,0.0,,2004.0,0
nm3382519,0,0.0,,2003.0,0
nm2004888,0,0.0,,2011.0,4
nm0231319,1,32.0,['actress'],2009.0,0
nm4678610,0,0.0,,2013.0,0
nm0512930,0,0.0,,2009.0,0
nm3383942,0,0.0,,2009.0,0
nm3384808,0,0.0,,2011.0,0
nm2526151,0,0.0,,2013.0,2
nm3384508,0,0.0,,2008.0,0
nm2520396,0,0.0,,2010.0,0
nm1103379,0,0.0,,2008.0,0
nm1977571,1,1.0,['producer'],2009.0,0
nm1104640,0,0.0,,2009.0,2
nm3384414,0,0.0,,2009.0,0
nm3382645,0,0.0,,2010.0,0
nm1127632,0,0.0,,2010.0,0
nm2202870,0,0.0,,2013.0,2
nm3314663,0,0.0,,2009.0,0
nm2893716,0,0.0,,2009.0,0
nm0813859,1,1.0,['writer'],2009.0,2
nm3381464,0,0.0,,2009.0,0
nm2480063,0,0.0,,2009.0,14
nm3381659,0,0.0,,2008.0,0
nm3383891,0,0.0,,2008.0,0
nm0726651,1,2.0,['writer'],2007.0,2
nm12310909,0,0.0,,2004.0,0
nm3488880,0,0.0,,2004.0,0
nm3334627,0,0.0,,2008.0,2
nm2704221,0,0.0,,2003.0,0
nm0789817,0,0.0,,2010.0,0
nm2362526,1,1.0,['composer'],2009.0,0
nm4763588,1,1.0,['producer'],2011.0,2
nm1803349,0,0.0,,2008.0,0
nm3383602,0,0.0,,2008.0,0
nm4629833,0,0.0,,2011.0,3
nm1557922,0,0.0,,2009.0,1
nm12314133,0,0.0,,2009.0,2
nm12314170,0,0.0,,2013.0,0
nm12314387,0,0.0,,2013.0,0
nm1984504,1,6.0,['cinematographer'],2010.0,3
nm12314603,0,0.0,,2013.0,1
nm0630633,1,18.0,"['producer', 'writer']",2010.0,1
nm3171761,1,1.0,['writer'],2011.0,0
nm1861983,1,10.0,['composer'],2013.0,0
nm2746964,0,0.0,,2007.0,3
nm0844300,1,1.0,['actor'],2009.0,0
nm1897689,0,0.0,,2009.0,2
nm3386278,0,0.0,,2008.0,2
nm12314802,0,0.0,,2004.0,3
nm3387800,0,0.0,,2009.0,2
nm0852845,1,4.0,['producer'],2011.0,0
nm4714245,0,0.0,,2013.0,5
nm1212039,1,1.0,['actress'],2012.0,2
nm2404599,0,0.0,,2013.0,1
nm2398574,1,2.0,['writer'],2010.0,1
nm4390099,0,0.0,,2011.0,3
nm9202028,0,0.0,,2012.0,0
nm1126474,1,5.0,['actor'],2008.0,7
nm2551744,0,0.0,,2009.0,8
nm5308050,0,0.0,,2010.0,2
nm1892208,1,1.0,['producer'],2009.0,0
nm1181040,0,0.0,,2009.0,0
nm0305619,0,0.0,,2009.0,0
nm1206990,0,0.0,,2009.0,1
nm3208633,1,1.0,['actor'],2009.0,0
nm1626413,0,0.0,,2010.0,1
nm1897594,0,0.0,,2009.0,0
nm3386709,0,0.0,,2008.0,0
nm1458687,1,1.0,['actress'],2008.0,0
nm3386030,0,0.0,,2007.0,0
nm3387374,0,0.0,,2009.0,0
nm2598882,0,0.0,,2008.0,0
nm3387972,0,0.0,,2008.0,0
nm3388649,0,0.0,,2009.0,0
nm1636723,0,0.0,,2008.0,1
nm3382025,0,0.0,,2009.0,0
nm3387966,0,0.0,,2009.0,0
nm1836759,1,1.0,['actor'],2010.0,0
nm1007740,1,3.0,['actor'],2011.0,0
nm0275888,1,3.0,['actor'],2011.0,0
nm12318896,0,0.0,,2009.0,0
nm1235963,1,5.0,['editor'],2013.0,6
nm12319720,0,0.0,,2011.0,1
nm3389373,0,0.0,,2006.0,0
nm2734262,1,1.0,['composer'],2008.0,0
nm2014443,0,0.0,,2009.0,2
nm2224306,0,0.0,,2009.0,0
nm0992967,0,0.0,,2008.0,1
nm0896541,0,0.0,,2010.0,0
nm3388041,0,0.0,,2007.0,2
nm6368422,0,0.0,,2010.0,0
nm3386108,0,0.0,,2007.0,4
nm3346187,0,0.0,,2009.0,0
nm0781952,0,0.0,,2008.0,2
nm3394315,0,0.0,,2008.0,1
nm3394567,0,0.0,,2008.0,0
nm5362589,0,0.0,,2008.0,3
nm8617357,0,0.0,,2009.0,0
nm9038843,0,0.0,,2006.0,1
nm1994361,0,0.0,,2010.0,1
nm7559697,0,0.0,,2011.0,0
nm5938524,0,0.0,,2007.0,2
nm1401559,0,0.0,,2010.0,6
nm8998777,0,0.0,,2005.0,1
nm0494810,0,0.0,,2013.0,1
nm0835249,0,0.0,,2009.0,1
nm11781363,0,0.0,,2011.0,0
nm3182121,0,0.0,,2009.0,0
nm2737641,0,0.0,,2009.0,0
nm2025890,1,2.0,['actor'],2009.0,1
nm0589050,0,0.0,,2009.0,0
nm3261685,0,0.0,,2008.0,1
nm1884576,1,1.0,['editor'],2009.0,1
nm4950731,0,0.0,,2007.0,4
nm8151100,0,0.0,,2012.0,0
nm6458459,1,2.0,['editor'],2012.0,0
nm3736681,1,1.0,['editor'],2010.0,4
nm12324996,0,0.0,,2006.0,0
nm2479375,1,3.0,['writer'],2010.0,55
nm0374657,0,0.0,,2009.0,1
nm12325451,0,0.0,,2013.0,0
nm12325683,0,0.0,,2013.0,0
nm12325991,0,0.0,,2005.0,0
nm12326048,0,0.0,,2005.0,0
nm5255221,0,0.0,,2006.0,5
nm12326159,0,0.0,,2006.0,0
nm6441835,1,12.0,['actor'],2006.0,0
nm10603502,1,1.0,['actor'],2006.0,0
nm3375533,1,1.0,['producer'],2008.0,2
nm5396049,0,0.0,,2012.0,5
nm1932914,1,1.0,['editor'],2012.0,2
nm1543846,0,0.0,,2010.0,2
nm2737097,1,1.0,['actor'],2009.0,4
nm2047497,0,0.0,,2008.0,0
nm0593841,1,13.0,"['actor', 'writer']",2009.0,0
nm3394592,0,0.0,,2008.0,2
nm12327497,0,0.0,,2012.0,0
nm0024173,0,0.0,,2010.0,4
nm4839369,0,0.0,,2012.0,3
nm3642055,1,3.0,['cinematographer'],2013.0,3
nm12327970,0,0.0,,2007.0,0
nm12328050,0,0.0,,2006.0,0
nm7733435,0,0.0,,2009.0,0
nm5747005,0,0.0,,2012.0,1
nm12328083,1,1.0,['actor'],2012.0,0
nm3092172,0,0.0,,2013.0,6
nm2713667,0,0.0,,2008.0,3
nm2743401,0,0.0,,2010.0,4
nm12234913,0,0.0,,2013.0,0
nm1529848,0,0.0,,2011.0,0
nm0579370,1,2.0,['editor'],2010.0,6
nm12329002,0,0.0,,2013.0,0
nm2697540,0,0.0,,2009.0,4
nm12329045,0,0.0,,2008.0,0
nm10254310,0,0.0,,2013.0,1
nm8467973,0,0.0,,2013.0,0
nm1572140,0,0.0,,2011.0,0
nm12331116,0,0.0,,2008.0,0
nm5445953,0,0.0,,2008.0,4
nm12331306,0,0.0,,2009.0,1
nm3698251,0,0.0,,2009.0,5
nm12331564,0,0.0,,2009.0,0
nm1628257,0,0.0,,2005.0,0
nm12331623,0,0.0,,2010.0,0
nm5830087,0,0.0,,2011.0,4
nm0223338,1,1.0,['writer'],2004.0,1
nm12331853,0,0.0,,2010.0,0
nm12331854,0,0.0,,2010.0,1
nm3393156,0,0.0,,2009.0,0
nm3395060,0,0.0,,2008.0,0
nm0013049,1,1.0,['actor'],2009.0,2
nm0196450,1,2.0,"['producer', 'writer']",2008.0,1
nm3303410,0,0.0,,2013.0,0
nm3390697,0,0.0,,2009.0,1
nm3390732,0,0.0,,2009.0,0
nm2098964,0,0.0,,2011.0,2
nm0297421,1,1.0,['editor'],2009.0,0
nm0653006,1,5.0,['actor'],2009.0,3
nm12333099,0,0.0,,2012.0,0
nm4411339,0,0.0,,2008.0,2
nm4411201,0,0.0,,2008.0,1
nm3136836,0,0.0,,2009.0,1
nm3387204,0,0.0,,2006.0,1
nm3391645,0,0.0,,2009.0,0
nm1849642,0,0.0,,2009.0,0
nm3395675,0,0.0,,2008.0,2
nm3392082,0,0.0,,2010.0,0
nm2344546,0,0.0,,2009.0,0
nm3862209,0,0.0,,2011.0,3
nm3335659,1,1.0,['actor'],2009.0,0
nm4727860,0,0.0,,2011.0,1
nm1746032,0,0.0,,2010.0,0
nm1743385,0,0.0,,2010.0,2
nm3395515,0,0.0,,2009.0,0
nm2552687,0,0.0,,2008.0,0
nm2299009,0,0.0,,2008.0,0
nm1863692,1,1.0,['cinematographer'],2009.0,2
nm1867345,0,0.0,,2009.0,3
nm3393785,0,0.0,,2008.0,0
nm5659036,0,0.0,,2006.0,1
nm9160442,0,0.0,,2011.0,1
nm4158321,1,1.0,['cinematographer'],2013.0,2
nm4841923,0,0.0,,2005.0,11
nm5429277,0,0.0,,2011.0,4
nm2026743,0,0.0,,2012.0,5
nm2156583,0,0.0,,2009.0,0
nm3217651,0,0.0,,2009.0,1
nm5291729,0,0.0,,2008.0,1
nm0136631,0,0.0,,2010.0,0
nm3390684,0,0.0,,2009.0,0
nm6812239,0,0.0,,2008.0,4
nm3505421,0,0.0,,2009.0,0
nm3395280,0,0.0,,2009.0,0
nm3395105,0,0.0,,2009.0,1
nm5703857,0,0.0,,2003.0,2
nm3224316,1,1.0,['writer'],2008.0,1
nm4784536,0,0.0,,2013.0,2
nm2081247,0,0.0,,2008.0,4
nm4403137,0,0.0,,2011.0,4
nm6127822,0,0.0,,2013.0,3
nm0130379,1,1.0,['writer'],2009.0,0
nm2877578,0,0.0,,2009.0,1
nm3393333,0,0.0,,2007.0,0
nm1550879,0,0.0,,2008.0,0
nm2316658,0,0.0,,2009.0,1
nm6314102,0,0.0,,2011.0,5
nm4182891,0,0.0,,2010.0,8
nm3080129,0,0.0,,2010.0,0
nm2868154,0,0.0,,2005.0,4
nm9344943,0,0.0,,2011.0,4
nm12339982,0,0.0,,2013.0,0
nm12340008,0,0.0,,2013.0,0
nm2300852,0,0.0,,2010.0,0
nm2381085,1,2.0,['cinematographer'],2011.0,1
nm3392632,0,0.0,,2009.0,0
nm1027825,0,0.0,,2009.0,1
nm1766739,0,0.0,,2009.0,2
nm2794520,0,0.0,,2011.0,0
nm2093932,0,0.0,,2009.0,0
nm3393440,0,0.0,,2011.0,0
nm3396088,0,0.0,,2009.0,0
nm0117702,1,1.0,['composer'],2010.0,0
nm1980444,0,0.0,,2012.0,2
nm3686192,0,0.0,,2004.0,2
nm2862283,0,0.0,,2011.0,1
nm3393525,0,0.0,,2011.0,0
nm3392256,0,0.0,,2007.0,0
nm2733544,0,0.0,,2008.0,0
nm1130418,0,0.0,,2009.0,0
nm1299889,1,2.0,['producer'],2010.0,0
nm1274456,0,0.0,,2007.0,1
nm2191364,0,0.0,,2009.0,0
nm2709569,0,0.0,,2009.0,2
nm3394227,0,0.0,,2009.0,0
nm0100904,1,10.0,"['cinematographer', 'producer']",2010.0,0
nm3705259,0,0.0,,2006.0,1
nm5090644,0,0.0,,2006.0,1
nm3109814,1,1.0,['actor'],2009.0,0
nm3395569,0,0.0,,2006.0,0
nm4716746,0,0.0,,2009.0,1
nm3459058,1,1.0,['composer'],2008.0,3
nm12342904,0,0.0,,2013.0,0
nm1562418,0,0.0,,2005.0,1
nm2252418,0,0.0,,2006.0,0
nm10431583,0,0.0,,2007.0,0
nm3686509,0,0.0,,2010.0,1
nm1997394,0,0.0,,2009.0,4
nm1823684,0,0.0,,2013.0,5
nm10265086,0,0.0,,2010.0,6
nm3578957,0,0.0,,2009.0,7
nm12345738,0,0.0,,2013.0,0
nm3018185,0,0.0,,2011.0,0
nm12345744,0,0.0,,2011.0,0
nm12644970,0,0.0,,2005.0,0
nm0447337,1,10.0,['actor'],2010.0,1
nm0131837,1,7.0,['producer'],2011.0,2
nm4763959,0,0.0,,2013.0,2
nm2125546,0,0.0,,2009.0,1
nm3242333,1,1.0,['writer'],2012.0,0
nm1531608,0,0.0,,2012.0,0
nm3404425,0,0.0,,2007.0,0
nm0550859,1,1.0,['producer'],2010.0,0
nm3404509,0,0.0,,2009.0,1
nm0593917,1,1.0,['cinematographer'],2009.0,0
nm3402601,0,0.0,,2009.0,0
nm2439044,0,0.0,,2009.0,2
nm2439765,0,0.0,,2009.0,2
nm2434762,0,0.0,,2009.0,5
nm0452696,0,0.0,,2009.0,0
nm1061326,0,0.0,,2013.0,0
nm2394503,0,0.0,,2008.0,3
nm12351991,0,0.0,,2012.0,0
nm1325469,0,0.0,,2003.0,1
nm0435296,1,4.0,"['producer', 'writer']",2005.0,1
nm1587113,1,2.0,"['cinematographer', 'actor']",2006.0,0
nm3285544,0,0.0,,2007.0,0
nm4963953,0,0.0,,2010.0,2
nm3402037,0,0.0,,2008.0,0
nm3401305,0,0.0,,2008.0,0
nm2038422,0,0.0,,2006.0,5
nm2796571,0,0.0,,2006.0,1
nm2854839,0,0.0,,2006.0,0
nm3401539,0,0.0,,2007.0,1
nm1672945,0,0.0,,2008.0,0
nm3022773,0,0.0,,2012.0,0
nm3329914,1,4.0,"['cinematographer', 'actor', 'writer']",2007.0,0
nm2082299,0,0.0,,2006.0,0
nm0340916,1,1.0,['producer'],2010.0,0
nm0326734,1,1.0,['writer'],2010.0,0
nm0794790,0,0.0,,2006.0,0
nm3402067,0,0.0,,2008.0,3
nm1997420,0,0.0,,2008.0,1
nm1826757,0,0.0,,2005.0,0
nm1104896,1,1.0,['cinematographer'],2006.0,0
nm3190536,0,0.0,,2007.0,3
nm2998640,0,0.0,,2007.0,0
nm1809616,1,1.0,['actor'],2007.0,2
nm3402146,0,0.0,,2007.0,0
nm2657931,0,0.0,,2008.0,0
nm0050739,0,0.0,,2012.0,0
nm2805617,0,0.0,,2007.0,0
nm2374780,0,0.0,,2006.0,0
nm2760140,0,0.0,,2006.0,0
nm3402270,0,0.0,,2007.0,0
nm1406244,0,0.0,,2009.0,0
nm2417215,0,0.0,,2008.0,2
nm2111174,0,0.0,,2006.0,0
nm3400887,0,0.0,,2007.0,1
nm3399115,0,0.0,,2010.0,1
nm2299505,0,0.0,,2009.0,0
nm3402267,0,0.0,,2007.0,0
nm3401511,0,0.0,,2009.0,1
nm3402530,0,0.0,,2008.0,2
nm3409727,0,0.0,,2006.0,0
nm2938484,0,0.0,,2006.0,0
nm2308849,0,0.0,,2006.0,0
nm0820763,1,2.0,['producer'],2007.0,0
nm2126629,0,0.0,,2008.0,0
nm3401822,0,0.0,,2008.0,1
nm1503686,0,0.0,,2008.0,1
nm3401567,0,0.0,,2008.0,0
nm3402446,0,0.0,,2007.0,3
nm3401364,0,0.0,,2007.0,0
nm3402275,0,0.0,,2012.0,0
nm1153918,1,1.0,['producer'],2005.0,8
nm3401487,0,0.0,,2007.0,0
nm3399406,0,0.0,,2005.0,0
nm3401955,0,0.0,,2005.0,0
nm3339482,0,0.0,,2007.0,1
nm3401811,0,0.0,,2007.0,2
nm3401486,0,0.0,,2008.0,1
nm2599406,0,0.0,,2007.0,1
nm3402282,0,0.0,,2007.0,0
nm3401781,0,0.0,,2006.0,0
nm1830531,0,0.0,,2006.0,0
nm3401365,0,0.0,,2009.0,0
nm2959045,0,0.0,,2008.0,0
nm3401783,0,0.0,,2007.0,0
nm3399171,0,0.0,,2007.0,0
nm3399269,0,0.0,,2009.0,0
nm3401866,0,0.0,,2007.0,1
nm3401946,0,0.0,,2006.0,0
nm3399210,0,0.0,,2008.0,1
nm3401443,0,0.0,,2006.0,0
nm0692204,1,1.0,['producer'],2006.0,3
nm1306854,0,0.0,,2006.0,0
nm3417218,0,0.0,,2009.0,0
nm3400859,0,0.0,,2007.0,0
nm2328264,0,0.0,,2010.0,0
nm0365908,1,1.0,['cinematographer'],2007.0,0
nm3210940,0,0.0,,2005.0,0
nm2471266,0,0.0,,2009.0,0
nm3401332,0,0.0,,2007.0,1
nm2898526,0,0.0,,2007.0,1
nm3401989,0,0.0,,2007.0,0
nm3408143,0,0.0,,2007.0,0
nm2319266,0,0.0,,2007.0,0
nm3408106,0,0.0,,2007.0,0
nm1597591,0,0.0,,2007.0,0
nm1788941,0,0.0,,2007.0,1
nm3399262,0,0.0,,2007.0,1
nm1832440,1,1.0,['actor'],2006.0,0
nm3399368,0,0.0,,2008.0,0
nm3401668,0,0.0,,2004.0,1
nm3401273,0,0.0,,2007.0,0
nm3398921,0,0.0,,2007.0,0
nm1494315,0,0.0,,2007.0,3
nm3401988,0,0.0,,2006.0,2
nm12354047,0,0.0,,2010.0,0
nm5158637,0,0.0,,2011.0,7
nm3013993,0,0.0,,2005.0,0
nm12354468,0,0.0,,2009.0,1
nm12354467,0,0.0,,2009.0,0
nm5401225,0,0.0,,2006.0,2
nm12354501,0,0.0,,2011.0,1
nm3599033,0,0.0,,2010.0,5
nm12355786,0,0.0,,2005.0,0
nm7325855,0,0.0,,2009.0,1
nm3338450,0,0.0,,2009.0,4
nm3683786,0,0.0,,2004.0,2
nm3403446,0,0.0,,2007.0,0
nm2011778,0,0.0,,2007.0,0
nm2043394,1,1.0,['editor'],2007.0,0
nm1040182,1,1.0,['actor'],2007.0,0
nm3357525,0,0.0,,2006.0,3
nm3404407,0,0.0,,2007.0,0
nm1132234,1,1.0,['writer'],2008.0,0
nm3401787,0,0.0,,2008.0,0
nm0104601,0,0.0,,2008.0,0
nm3437295,0,0.0,,2008.0,0
nm3398888,0,0.0,,2009.0,0
nm3404670,0,0.0,,2006.0,1
nm3404243,0,0.0,,2009.0,1
nm3399182,0,0.0,,2006.0,0
nm3404108,0,0.0,,2007.0,0
nm4912435,0,0.0,,2013.0,1
nm3202659,1,1.0,['writer'],2007.0,1
nm0801631,0,0.0,,2006.0,0
nm3403682,0,0.0,,2007.0,0
