nconst,had_prior_experience,movie_count,roles,firstYear,movies_directed_after_first
nm2945008,0,0.0,,2007.0,0
nm0748683,1,2.0,['actor'],2010.0,0
nm0783248,0,0.0,,2007.0,1
nm1280397,0,0.0,,2008.0,0
nm0679018,0,0.0,,2008.0,1
nm2716464,0,0.0,,2012.0,2
nm3885065,0,0.0,,2013.0,1
nm0093934,0,0.0,,2013.0,0
nm2249874,0,0.0,,2011.0,0
nm11422109,0,0.0,,2010.0,1
nm1982414,0,0.0,,2012.0,2
nm5716327,0,0.0,,2013.0,2
nm0535707,0,0.0,,2006.0,6
nm2496899,0,0.0,,2006.0,0
nm3007330,0,0.0,,2006.0,2
nm3008980,0,0.0,,2010.0,1
nm5414667,0,0.0,,2013.0,1
nm1934923,0,0.0,,2010.0,0
nm5253620,0,0.0,,2005.0,0
nm2079609,1,1.0,['producer'],2006.0,5
nm5743030,0,0.0,,2011.0,1
nm4782277,0,0.0,,2012.0,1
nm2125063,0,0.0,,2011.0,4
nm1616043,0,0.0,,2007.0,0
nm2947826,0,0.0,,2008.0,7
nm2948163,0,0.0,,2008.0,0
nm1589665,0,0.0,,2007.0,1
nm2816949,0,0.0,,2008.0,0
nm2818612,1,1.0,['producer'],2008.0,0
nm2953135,0,0.0,,2008.0,0
nm2947162,0,0.0,,2008.0,1
nm2948529,0,0.0,,2008.0,0
nm2948475,0,0.0,,2009.0,2
nm2345566,0,0.0,,2010.0,0
nm0793455,1,1.0,['actor'],2009.0,0
nm2947932,0,0.0,,2004.0,3
nm0503057,0,0.0,,2008.0,1
nm1777608,1,1.0,['writer'],2008.0,1
nm2948709,0,0.0,,2009.0,0
nm2946582,1,1.0,['producer'],2007.0,1
nm2947271,0,0.0,,2007.0,0
nm2947112,0,0.0,,2007.0,3
nm2947433,0,0.0,,2007.0,0
nm2948069,0,0.0,,2007.0,0
nm2948128,0,0.0,,2007.0,0
nm12813674,0,0.0,,2006.0,2
nm3023292,0,0.0,,2008.0,7
nm0752749,1,5.0,['producer'],2011.0,0
nm0166714,0,0.0,,2007.0,7
nm2947014,0,0.0,,2007.0,2
nm0740555,1,1.0,['actor'],2008.0,0
nm0598531,1,2.0,['writer'],2008.0,1
nm0589782,0,0.0,,2008.0,0
nm1865039,0,0.0,,2008.0,1
nm2207625,0,0.0,,2008.0,5
nm1560896,0,0.0,,2010.0,8
nm3270771,0,0.0,,2008.0,2
nm7843107,0,0.0,,2009.0,4
nm3845428,0,0.0,,2010.0,2
nm1825409,0,0.0,,2008.0,2
nm4763540,0,0.0,,2011.0,2
nm7172427,1,1.0,['writer'],2013.0,1
nm1001232,1,1.0,['writer'],2011.0,4
nm0897588,0,0.0,,2008.0,0
nm2227706,0,0.0,,2008.0,1
nm1369882,0,0.0,,2009.0,0
nm1902145,0,0.0,,2008.0,2
nm2336352,0,0.0,,2008.0,0
nm4544031,0,0.0,,2011.0,10
nm2950755,0,0.0,,2008.0,0
nm0896459,1,2.0,"['actor', 'writer']",2012.0,1
nm1668285,0,0.0,,2007.0,1
nm2593421,0,0.0,,2004.0,6
nm2951153,0,0.0,,2008.0,0
nm2578150,1,2.0,['production_designer'],2008.0,2
nm2237090,0,0.0,,2010.0,0
nm1301028,0,0.0,,2008.0,0
nm3987941,0,0.0,,2011.0,5
nm2136602,0,0.0,,2009.0,4
nm6414992,0,0.0,,2013.0,3
nm10301904,0,0.0,,2013.0,4
nm2482088,1,1.0,['actor'],2009.0,6
nm4888074,0,0.0,,2012.0,1
nm4692554,0,0.0,,2009.0,1
nm11437173,0,0.0,,2008.0,0
nm1280031,0,0.0,,2009.0,1
nm11437613,0,0.0,,2003.0,0
nm5626069,0,0.0,,2012.0,9
nm7901742,0,0.0,,2011.0,3
nm5425283,0,0.0,,2011.0,2
nm2952001,0,0.0,,2009.0,0
nm1837757,0,0.0,,2010.0,3
nm0596905,1,2.0,['writer'],2007.0,0
nm2952326,0,0.0,,2005.0,2
nm1137427,0,0.0,,2012.0,2
nm3430436,0,0.0,,2009.0,8
nm0417574,0,0.0,,2008.0,0
nm3687491,1,1.0,['actress'],2007.0,3
nm1762590,0,0.0,,2012.0,1
nm2952500,0,0.0,,2007.0,2
nm1462740,0,0.0,,2008.0,0
nm1802058,0,0.0,,2008.0,0
nm2952376,0,0.0,,2010.0,0
nm0202968,1,2.0,['producer'],2010.0,1
nm2952319,0,0.0,,2007.0,0
nm0386302,0,0.0,,2006.0,1
nm1058862,0,0.0,,2009.0,1
nm9701919,0,0.0,,2009.0,0
nm2611683,1,1.0,['cinematographer'],2011.0,2
nm3864999,0,0.0,,2012.0,2
nm6293291,0,0.0,,2013.0,2
nm6740856,0,0.0,,2010.0,7
nm4815535,0,0.0,,2013.0,2
nm4122269,0,0.0,,2011.0,2
nm0157345,1,1.0,['writer'],2013.0,2
nm0171178,0,0.0,,2008.0,0
nm0926075,0,0.0,,2007.0,0
nm4804915,0,0.0,,2006.0,1
nm1359993,0,0.0,,2006.0,2
nm2953295,0,0.0,,2004.0,1
nm3806666,0,0.0,,2011.0,1
nm0136255,1,1.0,['editor'],2008.0,1
nm1110665,1,2.0,['cinematographer'],2009.0,4
nm1088173,1,2.0,['producer'],2009.0,0
nm1791169,0,0.0,,2010.0,3
nm11442641,0,0.0,,2013.0,0
nm1936701,0,0.0,,2008.0,4
nm1683551,1,2.0,['cinematographer'],2008.0,0
nm0427378,1,1.0,['actor'],2008.0,0
nm2103748,1,1.0,['actor'],2008.0,0
nm1384340,1,2.0,['actor'],2008.0,3
nm2953497,1,1.0,['producer'],2008.0,0
nm5359517,1,1.0,['writer'],2006.0,1
nm1043602,0,0.0,,2008.0,1
nm1970269,0,0.0,,2008.0,5
nm2711481,0,0.0,,2008.0,0
nm0250361,0,0.0,,2008.0,0
nm1165976,0,0.0,,2008.0,0
nm3118757,0,0.0,,2006.0,17
nm1627214,0,0.0,,2010.0,2
nm2289236,1,1.0,['editor'],2011.0,7
nm1468035,1,1.0,['producer'],2008.0,0
nm2620216,0,0.0,,2007.0,3
nm0519906,1,3.0,['writer'],2008.0,0
nm2954036,0,0.0,,2007.0,0
nm3677976,0,0.0,,2009.0,2
nm2056053,0,0.0,,2004.0,1
nm2954781,0,0.0,,2009.0,1
nm0934684,0,0.0,,2009.0,1
nm1374825,0,0.0,,2007.0,0
nm1761010,0,0.0,,2003.0,2
nm0726115,1,1.0,['writer'],2008.0,0
nm0802086,0,0.0,,2009.0,0
nm2832970,0,0.0,,2007.0,0
nm0517781,0,0.0,,2007.0,2
nm2953715,0,0.0,,2008.0,0
nm1519435,0,0.0,,2008.0,0
nm0346495,0,0.0,,2008.0,2
nm2954777,0,0.0,,2008.0,1
nm1150656,0,0.0,,2007.0,6
nm2955255,0,0.0,,2007.0,4
nm2055199,0,0.0,,2008.0,0
nm1519968,0,0.0,,2008.0,5
nm1110773,0,0.0,,2008.0,0
nm0787340,0,0.0,,2008.0,0
nm1862032,1,1.0,['cinematographer'],2009.0,16
nm7792433,0,0.0,,2013.0,0
nm2954050,0,0.0,,2008.0,0
nm2955436,0,0.0,,2008.0,0
nm3965254,0,0.0,,2010.0,1
nm5132011,0,0.0,,2013.0,1
nm2951747,0,0.0,,2006.0,5
nm1672561,1,1.0,['cinematographer'],2009.0,3
nm0700335,0,0.0,,2009.0,0
nm8913014,0,0.0,,2012.0,0
nm6432625,0,0.0,,2010.0,4
nm2762276,0,0.0,,2005.0,5
nm2952132,0,0.0,,2008.0,4
nm2290624,0,0.0,,2007.0,2
nm7461393,0,0.0,,2010.0,1
nm11450269,1,1.0,['actor'],2013.0,0
nm11450401,0,0.0,,2007.0,0
nm0411037,1,1.0,['actor'],2012.0,4
nm3625810,0,0.0,,2009.0,5
nm4100260,0,0.0,,2010.0,6
nm1802040,0,0.0,,2007.0,9
nm11451994,0,0.0,,2012.0,1
nm0445731,1,2.0,['actor'],2008.0,0
nm6056504,0,0.0,,2013.0,1
nm0718949,0,0.0,,2007.0,0
nm1557506,0,0.0,,2008.0,1
nm4782229,0,0.0,,2005.0,4
nm11453204,0,0.0,,2013.0,0
nm2149505,0,0.0,,2013.0,4
nm0952569,1,1.0,['writer'],2010.0,6
nm0261555,0,0.0,,2008.0,1
nm11453590,0,0.0,,2013.0,0
nm0946888,0,0.0,,2008.0,0
nm1635688,0,0.0,,2008.0,0
nm0805690,0,0.0,,2008.0,2
nm2957538,0,0.0,,2004.0,0
nm0175916,1,12.0,['actor'],2011.0,0
nm2956867,0,0.0,,2008.0,0
nm11454119,0,0.0,,2013.0,0
nm3892204,0,0.0,,2008.0,0
nm2957526,0,0.0,,2008.0,0
nm1756569,0,0.0,,2008.0,2
nm2957271,0,0.0,,2008.0,2
nm2957500,0,0.0,,2008.0,0
nm1118455,0,0.0,,2008.0,0
nm3178229,0,0.0,,2013.0,2
nm11455140,0,0.0,,2008.0,0
nm4650108,0,0.0,,2009.0,1
nm1686849,0,0.0,,2011.0,2
nm2366254,1,1.0,['actor'],2013.0,7
nm0711645,0,0.0,,2008.0,0
nm9454754,0,0.0,,2010.0,11
nm1802024,1,1.0,['writer'],2008.0,0
nm1492650,1,4.0,"['actor', 'writer']",2008.0,5
nm2961543,0,0.0,,2007.0,0
nm2854538,0,0.0,,2008.0,4
nm2460183,0,0.0,,2009.0,4
nm2960244,0,0.0,,2008.0,0
nm5715594,0,0.0,,2009.0,1
nm0141406,1,5.0,"['cinematographer', 'producer']",2010.0,0
nm1370196,1,1.0,['writer'],2009.0,0
nm2966708,0,0.0,,2009.0,3
nm2960429,0,0.0,,2004.0,0
nm1299151,0,0.0,,2004.0,0
nm2959497,0,0.0,,2004.0,2
nm2957975,0,0.0,,2004.0,0
nm1626968,0,0.0,,2004.0,0
nm2059486,0,0.0,,2004.0,0
nm3772300,0,0.0,,2011.0,1
nm1669506,0,0.0,,2009.0,1
nm11456946,0,0.0,,2011.0,0
nm0822854,0,0.0,,2009.0,3
nm0313904,0,0.0,,2009.0,1
nm2654208,0,0.0,,2009.0,0
nm2960214,0,0.0,,2007.0,0
nm1619907,0,0.0,,2007.0,0
nm0934470,0,0.0,,2005.0,0
nm2510601,0,0.0,,2005.0,0
nm2500839,0,0.0,,2005.0,1
nm2507313,0,0.0,,2005.0,0
nm2939539,0,0.0,,2005.0,0
nm2960871,0,0.0,,2005.0,2
nm1934700,0,0.0,,2005.0,1
nm2961522,0,0.0,,2005.0,0
nm3222132,0,0.0,,2008.0,2
nm2791932,0,0.0,,2010.0,3
nm2790431,0,0.0,,2010.0,3
nm3086117,0,0.0,,2007.0,9
nm11458762,0,0.0,,2004.0,0
nm2479631,0,0.0,,2007.0,0
nm11459022,0,0.0,,2013.0,0
nm0104150,0,0.0,,2013.0,10
nm1638768,0,0.0,,2012.0,0
nm0895877,0,0.0,,2009.0,0
nm2958314,0,0.0,,2006.0,1
nm2721707,0,0.0,,2009.0,0
nm2195381,0,0.0,,2006.0,7
nm1248760,0,0.0,,2013.0,0
nm2960248,0,0.0,,2005.0,0
nm2961485,0,0.0,,2008.0,0
nm1498872,0,0.0,,2009.0,1
nm1498874,0,0.0,,2009.0,1
nm0397162,1,1.0,['actor'],2008.0,2
nm3754530,0,0.0,,2007.0,16
nm2347684,0,0.0,,2008.0,6
nm4434667,0,0.0,,2011.0,1
nm1100353,0,0.0,,2012.0,0
nm3160550,1,1.0,['writer'],2011.0,1
nm2827437,0,0.0,,2008.0,0
nm11462147,0,0.0,,2013.0,0
nm2638662,0,0.0,,2008.0,5
nm2960343,0,0.0,,2008.0,0
nm1091634,1,1.0,['producer'],2010.0,0
nm1965853,1,1.0,['actress'],2008.0,0
nm1016627,0,0.0,,2012.0,1
nm2961323,0,0.0,,2007.0,5
nm0208346,0,0.0,,2008.0,0
nm2960900,0,0.0,,2007.0,0
nm2313680,0,0.0,,2007.0,0
nm1741509,0,0.0,,2007.0,0
nm1583975,0,0.0,,2008.0,0
nm1852915,0,0.0,,2010.0,1
nm3410622,0,0.0,,2012.0,8
nm1741682,0,0.0,,2008.0,1
nm2958840,0,0.0,,2009.0,1
nm8280488,0,0.0,,2011.0,1
nm2961003,0,0.0,,2007.0,4
nm0178376,1,2.0,['actor'],2009.0,5
nm1709238,0,0.0,,2007.0,3
nm0513771,1,2.0,"['editor', 'actor']",2012.0,4
nm4830242,0,0.0,,2011.0,2
nm3009468,0,0.0,,2008.0,4
nm2175321,1,1.0,['editor'],2012.0,1
nm2963996,0,0.0,,2010.0,1
nm1196104,1,12.0,"['producer', 'writer']",2008.0,4
nm5510901,0,0.0,,2009.0,2
nm6194848,0,0.0,,2005.0,1
nm7435824,0,0.0,,2013.0,1
nm3301647,0,0.0,,2012.0,1
nm5237286,0,0.0,,2013.0,3
nm3292147,0,0.0,,2009.0,1
nm11459730,0,0.0,,2006.0,1
nm1275148,1,1.0,['editor'],2008.0,1
nm4676168,0,0.0,,2011.0,4
nm3886575,0,0.0,,2010.0,2
nm2276572,1,6.0,['actor'],2009.0,5
nm2962612,0,0.0,,2004.0,5
nm2962392,0,0.0,,2008.0,0
nm2963235,0,0.0,,2009.0,1
nm0970509,0,0.0,,2008.0,1
nm5664775,1,2.0,['actor'],2007.0,11
nm2612684,0,0.0,,2003.0,1
nm0398746,0,0.0,,2007.0,0
nm2962387,0,0.0,,2007.0,0
nm1933382,0,0.0,,2013.0,1
nm1405839,0,0.0,,2010.0,1
nm0182970,0,0.0,,2009.0,1
nm2331906,0,0.0,,2009.0,1
nm2964267,0,0.0,,2009.0,1
nm2457221,0,0.0,,2009.0,0
nm3081648,1,1.0,['editor'],2013.0,2
nm3677165,0,0.0,,2008.0,0
nm2816541,1,1.0,['cinematographer'],2011.0,2
nm2966823,0,0.0,,2007.0,0
nm3041114,1,1.0,['actor'],2011.0,24
nm3766278,0,0.0,,2006.0,2
nm2490179,0,0.0,,2006.0,2
nm5255602,0,0.0,,2012.0,2
nm8632174,0,0.0,,2013.0,0
nm2967250,0,0.0,,2008.0,0
nm2877173,0,0.0,,2009.0,0
nm2966301,0,0.0,,2009.0,0
nm3268733,0,0.0,,2007.0,3
nm0840412,1,3.0,"['production_designer', 'producer']",2009.0,2
nm1646305,0,0.0,,2010.0,1
nm2611601,0,0.0,,2009.0,0
nm0409479,1,4.0,['cinematographer'],2009.0,0
nm7416097,0,0.0,,2011.0,0
nm2214307,0,0.0,,2007.0,5
nm2852231,1,1.0,['producer'],2008.0,1
nm7177959,0,0.0,,2010.0,1
nm0314733,1,1.0,['editor'],2006.0,4
nm11477185,0,0.0,,2010.0,0
nm11477197,0,0.0,,2010.0,0
nm3155311,1,1.0,['editor'],2013.0,2
nm3207797,0,0.0,,2008.0,4
nm0317846,0,0.0,,2010.0,0
nm11477592,0,0.0,,2010.0,0
nm3851290,0,0.0,,2010.0,2
nm2384659,0,0.0,,2006.0,6
nm6963196,0,0.0,,2007.0,1
nm2964475,0,0.0,,2010.0,0
nm2964518,0,0.0,,2007.0,0
nm2965273,0,0.0,,2008.0,1
nm11479670,0,0.0,,2006.0,0
nm2967039,0,0.0,,2007.0,1
nm11479705,0,0.0,,2009.0,0
nm6057891,0,0.0,,2009.0,2
nm1744979,1,2.0,['actor'],2010.0,0
nm2967254,0,0.0,,2008.0,0
nm2966367,0,0.0,,2007.0,0
nm1323618,0,0.0,,2008.0,2
nm0836633,0,0.0,,2007.0,0
nm2967333,0,0.0,,2008.0,0
nm3222555,0,0.0,,2009.0,0
nm2698838,0,0.0,,2009.0,0
nm2735571,0,0.0,,2007.0,1
nm2776534,0,0.0,,2007.0,1
nm2372151,0,0.0,,2008.0,0
nm2577976,0,0.0,,2008.0,2
nm2966679,0,0.0,,2008.0,0
nm1458283,0,0.0,,2008.0,7
nm1943775,0,0.0,,2009.0,3
nm2964623,0,0.0,,2009.0,0
nm5305615,0,0.0,,2013.0,1
nm1137030,1,1.0,['writer'],2008.0,1
nm5376712,1,1.0,['writer'],2009.0,2
nm0878488,1,1.0,['actress'],2008.0,1
nm1957103,0,0.0,,2008.0,0
nm8368453,0,0.0,,2009.0,2
nm2100753,0,0.0,,2007.0,0
nm2518732,0,0.0,,2007.0,2
nm2015906,1,1.0,['writer'],2008.0,2
nm5413676,0,0.0,,2013.0,3
nm4177651,0,0.0,,2011.0,1
nm11474943,0,0.0,,2013.0,1
nm2026017,1,1.0,['writer'],2012.0,1
nm11474942,0,0.0,,2013.0,0
nm7264026,0,0.0,,2011.0,9
nm3691112,0,0.0,,2010.0,7
nm2965065,0,0.0,,2007.0,3
nm2965115,0,0.0,,2006.0,0
nm2965000,0,0.0,,2008.0,0
nm2585011,0,0.0,,2005.0,3
nm8076253,0,0.0,,2005.0,1
nm1003418,1,5.0,['editor'],2012.0,0
nm0754016,0,0.0,,2013.0,0
nm1662738,0,0.0,,2008.0,1
nm0095549,0,0.0,,2007.0,7
nm2862676,0,0.0,,2008.0,0
nm8855622,0,0.0,,2012.0,1
nm4140748,1,1.0,['producer'],2011.0,2
nm3839791,0,0.0,,2004.0,1
nm5547579,0,0.0,,2012.0,1
nm0465617,0,0.0,,2009.0,9
nm2968222,0,0.0,,2008.0,2
nm0074578,0,0.0,,2006.0,0
nm2189878,0,0.0,,2006.0,0
nm1166409,1,2.0,"['editor', 'producer']",2008.0,5
nm1950694,0,0.0,,2008.0,1
nm2969160,0,0.0,,2008.0,0
nm0825395,0,0.0,,2008.0,0
nm0915743,1,1.0,['writer'],2009.0,0
nm1545140,0,0.0,,2008.0,0
nm2968466,0,0.0,,2011.0,0
nm1920629,0,0.0,,2009.0,0
nm1878055,1,1.0,['actor'],2013.0,0
nm1999220,0,0.0,,2010.0,0
nm0091277,0,0.0,,2003.0,0
nm0770097,0,0.0,,2003.0,0
nm1856714,0,0.0,,2008.0,0
nm2030813,0,0.0,,2008.0,0
nm1297226,0,0.0,,2008.0,47
nm0618813,0,0.0,,2008.0,0
nm2970222,0,0.0,,2008.0,0
nm5539125,0,0.0,,2010.0,4
nm1870299,0,0.0,,2008.0,0
nm0693561,1,5.0,['producer'],2010.0,0
nm2970225,0,0.0,,2008.0,1
nm2190387,1,2.0,['editor'],2009.0,2
nm2374216,0,0.0,,2009.0,0
nm0380415,1,2.0,['editor'],2009.0,0
nm0069301,1,1.0,['writer'],2003.0,1
nm11491399,0,0.0,,2012.0,1
nm0073825,1,4.0,['producer'],2012.0,0
nm0808051,1,1.0,['producer'],2009.0,0
nm1219563,0,0.0,,2008.0,2
nm0381328,1,1.0,['writer'],2008.0,3
nm11492077,0,0.0,,2011.0,0
nm2286752,0,0.0,,2008.0,1
nm0420640,1,7.0,['editor'],2007.0,1
nm2973316,0,0.0,,2006.0,6
nm11492578,0,0.0,,2005.0,0
nm1450414,1,1.0,['editor'],2010.0,2
nm0839399,0,0.0,,2013.0,1
nm3062405,0,0.0,,2005.0,3
nm3069323,0,0.0,,2005.0,0
nm7397878,0,0.0,,2013.0,5
nm11487481,0,0.0,,2011.0,0
nm4731029,0,0.0,,2008.0,5
nm10293841,0,0.0,,2011.0,0
nm0596302,0,0.0,,2009.0,6
nm11434583,0,0.0,,2008.0,0
nm3349491,0,0.0,,2005.0,5
nm0830352,0,0.0,,2009.0,0
nm2502039,0,0.0,,2007.0,2
nm2499448,0,0.0,,2007.0,3
nm2226007,0,0.0,,2010.0,0
nm2971764,0,0.0,,2007.0,2
nm2082582,0,0.0,,2009.0,3
nm0650304,1,2.0,['editor'],2009.0,0
nm2973255,0,0.0,,2009.0,0
nm2316921,1,1.0,['producer'],2009.0,0
nm2972561,0,0.0,,2009.0,0
nm1184258,1,3.0,['writer'],2010.0,1
nm2320312,0,0.0,,2009.0,1
nm0000913,1,16.0,"['actor', 'writer']",2008.0,0
nm1780008,0,0.0,,2003.0,9
nm9809818,1,1.0,['writer'],2010.0,2
nm1597680,1,2.0,['writer'],2008.0,0
nm2432984,0,0.0,,2013.0,11
nm11495156,0,0.0,,2012.0,3
nm2976372,0,0.0,,2007.0,0
nm1296465,1,1.0,['writer'],2008.0,1
nm2975950,0,0.0,,2008.0,3
nm2971315,0,0.0,,2007.0,0
nm11495817,0,0.0,,2007.0,0
nm4214375,0,0.0,,2012.0,4
nm11496058,0,0.0,,2006.0,0
nm5422794,0,0.0,,2012.0,3
nm11496827,0,0.0,,2006.0,0
nm0734506,1,2.0,"['producer', 'writer']",2008.0,1
nm1529886,0,0.0,,2009.0,2
nm1479860,0,0.0,,2006.0,0
nm4132242,1,1.0,['editor'],2006.0,0
nm6669633,0,0.0,,2010.0,0
nm3754863,0,0.0,,2008.0,3
nm4968571,0,0.0,,2013.0,0
nm1056059,1,16.0,['cinematographer'],2013.0,4
nm2078734,0,0.0,,2006.0,3
nm2971217,0,0.0,,2009.0,0
nm3177795,0,0.0,,2010.0,3
nm0794865,0,0.0,,2008.0,0
nm0194846,1,1.0,['actor'],2010.0,0
nm4199076,0,0.0,,2011.0,5
nm3253853,0,0.0,,2007.0,1
nm1592495,1,1.0,['editor'],2009.0,4
nm1226501,0,0.0,,2011.0,0
nm2975874,0,0.0,,2011.0,1
nm4455334,0,0.0,,2010.0,3
nm0042937,0,0.0,,2013.0,0
nm11501829,0,0.0,,2008.0,3
nm11501782,0,0.0,,2010.0,0
nm4493345,0,0.0,,2012.0,3
nm11502054,0,0.0,,2007.0,0
nm11502055,0,0.0,,2007.0,0
nm11502058,0,0.0,,2007.0,0
nm11502052,0,0.0,,2007.0,0
nm11502051,0,0.0,,2007.0,0
nm11502057,0,0.0,,2007.0,0
nm6417249,0,0.0,,2007.0,0
nm11502053,0,0.0,,2007.0,0
nm11502056,0,0.0,,2007.0,0
nm7305304,0,0.0,,2012.0,1
nm2508880,0,0.0,,2009.0,4
nm2978435,0,0.0,,2006.0,1
nm2973761,0,0.0,,2008.0,1
nm0211110,0,0.0,,2012.0,6
nm0194154,0,0.0,,2008.0,1
nm2691351,0,0.0,,2007.0,0
nm2978389,0,0.0,,2010.0,0
nm2977629,0,0.0,,2008.0,0
nm1293153,1,1.0,['writer'],2007.0,1
nm2941252,1,8.0,"['producer', 'writer']",2006.0,1
nm2700861,0,0.0,,2009.0,0
nm9625386,0,0.0,,2008.0,9
nm4581218,0,0.0,,2013.0,2
nm5539464,0,0.0,,2012.0,2
nm11503141,0,0.0,,2013.0,0
nm6749492,0,0.0,,2006.0,0
nm4312389,0,0.0,,2011.0,1
nm1702672,0,0.0,,2012.0,2
nm3126014,0,0.0,,2008.0,1
nm11504721,0,0.0,,2009.0,0
nm0910460,0,0.0,,2010.0,3
nm0690626,0,0.0,,2005.0,3
nm0937034,0,0.0,,2009.0,1
nm2908495,0,0.0,,2008.0,0
nm2442244,0,0.0,,2011.0,1
nm0647571,0,0.0,,2005.0,2
nm5221732,0,0.0,,2013.0,3
nm0506977,1,1.0,['producer'],2011.0,0
nm2708125,0,0.0,,2010.0,0
nm1842547,0,0.0,,2009.0,2
nm5153673,0,0.0,,2008.0,2
nm2387808,0,0.0,,2006.0,1
nm2538223,0,0.0,,2006.0,0
nm7062681,0,0.0,,2006.0,2
nm1834431,1,1.0,['producer'],2010.0,3
nm2030270,0,0.0,,2008.0,1
nm1695278,0,0.0,,2011.0,5
nm2305082,1,15.0,"['producer', 'actor']",2010.0,2
nm1389514,0,0.0,,2010.0,1
nm0028764,1,1.0,['actor'],2012.0,0
nm0700760,0,0.0,,2012.0,0
nm0304432,0,0.0,,2012.0,1
nm0391996,0,0.0,,2012.0,1
nm0178584,0,0.0,,2010.0,0
nm11510248,0,0.0,,2004.0,1
nm2977022,0,0.0,,2004.0,0
nm2370244,1,5.0,['editor'],2008.0,7
nm2978815,0,0.0,,2010.0,1
nm2980078,0,0.0,,2008.0,1
nm1604268,0,0.0,,2008.0,0
nm11510957,0,0.0,,2008.0,0
nm1156508,0,0.0,,2008.0,0
nm2979103,0,0.0,,2008.0,12
nm2979817,0,0.0,,2008.0,3
nm1499605,1,3.0,['actor'],2008.0,7
nm0955656,1,10.0,['cinematographer'],2013.0,0
nm0955882,1,2.0,['actress'],2008.0,1
nm2979484,0,0.0,,2008.0,0
nm13684496,0,0.0,,2004.0,0
nm0015533,1,1.0,['cinematographer'],2008.0,1
nm2251962,0,0.0,,2008.0,0
nm2021270,1,1.0,['editor'],2009.0,2
nm11482291,0,0.0,,2013.0,1
nm11512303,0,0.0,,2013.0,0
nm2489801,0,0.0,,2011.0,5
nm4590358,0,0.0,,2013.0,2
nm7703774,0,0.0,,2013.0,2
nm7738569,0,0.0,,2013.0,2
nm1697646,0,0.0,,2006.0,1
nm1677167,0,0.0,,2006.0,0
nm2411118,0,0.0,,2007.0,0
nm2622986,1,1.0,['actor'],2009.0,0
nm8944133,0,0.0,,2010.0,0
nm3958545,0,0.0,,2013.0,1
nm1445551,1,2.0,"['cinematographer', 'producer']",2010.0,1
nm9724920,1,1.0,['actor'],2005.0,54
nm2056367,0,0.0,,2011.0,1
nm1941233,0,0.0,,2011.0,0
nm2284710,0,0.0,,2009.0,0
nm2206994,0,0.0,,2009.0,0
nm0364583,1,8.0,['actress'],2008.0,1
nm0000486,1,5.0,['actress'],2008.0,0
nm2281177,1,1.0,['writer'],2009.0,0
nm0091194,1,1.0,['cinematographer'],2009.0,0
nm2517772,0,0.0,,2008.0,0
nm2963555,0,0.0,,2008.0,0
nm0816634,0,0.0,,2007.0,1
nm2390844,1,1.0,['editor'],2011.0,2
nm2621273,0,0.0,,2012.0,5
nm3645056,0,0.0,,2011.0,7
nm2813319,0,0.0,,2003.0,5
nm5055605,0,0.0,,2012.0,1
nm2982568,0,0.0,,2004.0,4
nm3164282,0,0.0,,2008.0,5
nm11519037,0,0.0,,2013.0,0
nm2944311,0,0.0,,2008.0,2
nm3679981,0,0.0,,2008.0,0
nm11519585,0,0.0,,2009.0,0
nm0714282,1,4.0,"['editor', 'writer']",2011.0,0
nm1149911,0,0.0,,2009.0,0
nm2983142,0,0.0,,2007.0,0
nm0684918,1,1.0,['producer'],2011.0,0
nm2594383,1,3.0,['cinematographer'],2012.0,1
nm3949971,0,0.0,,2008.0,3
nm3714408,0,0.0,,2010.0,2
nm1545050,0,0.0,,2007.0,0
nm0684244,1,1.0,['writer'],2008.0,0
nm0655342,0,0.0,,2008.0,0
nm2447491,0,0.0,,2008.0,0
nm2520391,0,0.0,,2007.0,2
nm2425148,0,0.0,,2007.0,1
nm2984088,0,0.0,,2007.0,5
nm2894065,0,0.0,,2007.0,0
nm2983745,0,0.0,,2005.0,5
nm2983059,0,0.0,,2007.0,0
nm4889595,0,0.0,,2011.0,1
nm0997148,0,0.0,,2007.0,0
nm2638242,0,0.0,,2009.0,0
nm2782185,0,0.0,,2012.0,1
nm0791488,0,0.0,,2009.0,2
nm2983350,0,0.0,,2009.0,0
nm1458153,0,0.0,,2011.0,1
nm2451445,1,1.0,['actor'],2011.0,1
nm2985510,0,0.0,,2012.0,0
nm1926759,0,0.0,,2010.0,0
nm3729687,0,0.0,,2010.0,6
nm2081151,0,0.0,,2010.0,2
nm2757570,0,0.0,,2012.0,1
nm2985889,0,0.0,,2009.0,0
nm1785608,0,0.0,,2007.0,4
nm0278454,0,0.0,,2008.0,0
nm0145236,1,26.0,"['actor', 'composer']",2007.0,0
nm1284317,1,3.0,['editor'],2007.0,0
nm0834427,1,1.0,['producer'],2008.0,1
nm11525535,0,0.0,,2008.0,0
nm1828317,0,0.0,,2009.0,0
nm2986651,0,0.0,,2011.0,0
nm2986043,0,0.0,,2008.0,0
nm2986811,0,0.0,,2008.0,5
nm1410462,1,1.0,['composer'],2008.0,2
nm0596364,1,2.0,['cinematographer'],2008.0,5
nm2986415,0,0.0,,2008.0,0
nm2885639,0,0.0,,2004.0,0
nm0916039,0,0.0,,2009.0,1
nm0017305,1,4.0,"['actor', 'writer']",2008.0,1
nm2985686,0,0.0,,2008.0,0
nm2981113,0,0.0,,2007.0,4
